Record,Record Type,Date,Modifier,Change Type,Changed Field,Old Value,New Value
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4332" target="_self" class="dottedlink">Test Spider 2.0</a>,Field,4/25/2017 12:20 pm,Beverly Ucab,Change,All Items,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3795" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 3:36 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3795" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 3:36 am,Carlos Banawan,Set,Help,&nbsp;,This is the test record template for Testing
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3795" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 3:36 am,Carlos Banawan,Set,Description,&nbsp;,This is the test record template for Testing
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3821" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 5:19 am,Carlos Banawan,Set,Help,&nbsp;,The test record template of the FLO Process
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3821" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 5:19 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3821" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 5:19 am,Carlos Banawan,Set,Description,&nbsp;,The test record template of the FLO Process
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3810" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 5:29 am,Carlos Banawan,Set,Description,&nbsp;,The FLO Test Record template for Test Results
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3810" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 5:29 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3810" target="_self" class="dottedlink">Test Template</a>,Field,5/23/2017 5:29 am,Carlos Banawan,Set,Help,&nbsp;,The FLO Test Record template for Test Results
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,Script File,&nbsp;,testRequestURL.js
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,Notify User,&nbsp;,F
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,Notify Owner,&nbsp;,T
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,Inactive,&nbsp;,F
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT_TEST_UE
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
Test User Event,Script,5/25/2017 1:49 pm,Beverly Ucab,Set,Name,&nbsp;,Test User Event
Test User Event,Script,6/17/2017 3:57 pm,Enriqueta Marquez,Set,Description,&nbsp;,this is a test
TEST User roles,Role,6/2/2017 2:17 pm,Beverly Ucab,Change,Name,TEST User roles.,TEST User roles
TEST User roles,Role,6/18/2017 9:41 am,Enriqueta Marquez,Change,Sales Role,T,F
TEST User roles,Role,6/18/2017 9:41 am,Enriqueta Marquez,Change,Support Role,T,F
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Script File,&nbsp;,testRequestURL.js
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Notify User,&nbsp;,F
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Default Function,&nbsp;,requestPage
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT765
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Notify Owner,&nbsp;,T
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Name,&nbsp;,TEst Suitelet
TEst, Suitelet,Script,5/25/2017 2:04 pm,Beverly Ucab,Set,Inactive,&nbsp;,F
TEst, Suitelet,Script,6/5/2017 12:43 pm,Beverly Ucab,Change,Name,TEst Suitelet,TEst, Suitelet
TEst, Suitelet,Script,6/5/2017 12:50 pm,Beverly Ucab,Change,Owner,Beverly Ucab,Dev, Two
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Owner,&nbsp;,Leo Lacava
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Notify All Admins,&nbsp;,F
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Plugin Class,&nbsp;,anyclassname
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Notify User,&nbsp;,F
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Script File,&nbsp;,ChartOld.js
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Name,&nbsp;,Testing
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,ID,&nbsp;,CUSTOMSCRIPT748
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Inactive,&nbsp;,F
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Notify Owner,&nbsp;,T
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Status,&nbsp;,Testing
Testing,Script,5/3/2017 7:27 am,Leo Lacava,Set,Log Level,&nbsp;,Debug
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4071" target="_self" class="dottedlink">Testing</a>,Field,6/17/2017 1:55 pm,Enriqueta Marquez,Change,Job,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4071" target="_self" class="dottedlink">Testing</a>,Field,6/17/2017 1:55 pm,Enriqueta Marquez,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4071" target="_self" class="dottedlink">Testing</a>,Field,6/17/2017 1:55 pm,Enriqueta Marquez,Change,Customer,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4314" target="_self" class="dottedlink">Testing</a>,Field,6/17/2017 2:17 pm,Enriqueta Marquez,Set,Description,&nbsp;,this is a test
Testing Difference On Logs.,Script,6/18/2017 9:04 am,Enriqueta Marquez,Set,Description,&nbsp;,this is a test
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=396" target="_self" class="dottedlink">Testing Segment</a>,Record Type,6/12/2017 9:08 pm,Beverly Ucab,Create,Record,&nbsp;,396
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/12/2017 9:08 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTBODY_CSEG1
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4423" target="_self" class="dottedlink">Testing Segment</a>,Field,6/12/2017 9:08 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTCOL_CSEG1
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4424" target="_self" class="dottedlink">Testing Segment</a>,Field,6/12/2017 9:08 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTENTITY_CSEG1
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4425" target="_self" class="dottedlink">Testing Segment</a>,Field,6/12/2017 9:08 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTEVENT_CSEG1
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4426" target="_self" class="dottedlink">Testing Segment</a>,Field,6/12/2017 9:08 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTITEM_CSEG1
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/17/2017 8:33 am,Beverly Ucab,Change,Show In List,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/17/2017 8:33 am,Beverly Ucab,Change,Sale,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/17/2017 8:33 am,Beverly Ucab,Change,Purchase,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/17/2017 8:33 am,Beverly Ucab,Change,Item Fulfillment,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/17/2017 8:33 am,Beverly Ucab,Change,Opportunity,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/17/2017 8:33 am,Beverly Ucab,Change,Description,test,Testing
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4422" target="_self" class="dottedlink">Testing Segment</a>,Field,6/17/2017 8:33 am,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4254" target="_self" class="dottedlink">testing soource</a>,Field,6/19/2017 10:36 am,Beverly Ucab,Change,Purchase,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4254" target="_self" class="dottedlink">testing soource</a>,Field,6/19/2017 10:39 am,Beverly Ucab,Change,Purchase,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4254" target="_self" class="dottedlink">testing soource</a>,Field,6/19/2017 10:45 am,Beverly Ucab,Set,Description,&nbsp;,testubf
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4254" target="_self" class="dottedlink">testing soource</a>,Field,6/19/2017 10:45 am,Beverly Ucab,Change,Item Fulfillment,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=329" target="_self" class="dottedlink">Tests (2+)</a>,Record Type,6/8/2017 7:30 pm,Beverly Ucab,Change,Name,Tests,Tests (2+)
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Description,&nbsp;,test also
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Name,&nbsp;,TImp 1
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Status,&nbsp;,Testing
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP1
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_CS_ItemSpecificEntryForm.js
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Inactive,&nbsp;,F
TImp 1,Script,5/2/2017 8:44 am,John Albura,Set,Notify User,&nbsp;,F
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Log Level,&nbsp;,Emergency
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Status,&nbsp;,Testing
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_CS_ItemSpecificEntryForm.js
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Notify User,&nbsp;,F
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Inactive,&nbsp;,F
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP2
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Name,&nbsp;,TImp 2
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 2,Script,5/2/2017 8:54 am,John Albura,Set,Description,&nbsp;,test desc
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Description,&nbsp;,timp3
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Status,&nbsp;,Testing
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Notify User,&nbsp;,F
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Name,&nbsp;,TImp 3
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Inactive,&nbsp;,F
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP3
TImp 3,Script,5/2/2017 9:14 am,John Albura,Set,Script File,&nbsp;,AddKBCustomizations_KBS_CS.js
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Status,&nbsp;,Testing
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Script File,&nbsp;,Acw.js
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Notify User,&nbsp;,F
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Description,&nbsp;,timplementation 4
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Name,&nbsp;,TImp 4
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP4
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Inactive,&nbsp;,F
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 4,Script,5/2/2017 10:28 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Description,&nbsp;,timp 5
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Name,&nbsp;,TImp 5
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Status,&nbsp;,Testing
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Notify User,&nbsp;,F
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Inactive,&nbsp;,F
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP5
TImp 5,Script,5/2/2017 11:06 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_PG_Model.js
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Log Level,&nbsp;,Debug
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Description,&nbsp;,Test implementation plugin 6
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Owner,&nbsp;,John Albura
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Name,&nbsp;,TImp 6
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT734
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Inactive,&nbsp;,F
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Notify Owner,&nbsp;,T
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_PG_Library.js
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Notify User,&nbsp;,F
TImp 6,Script,5/2/2017 11:37 pm,John Albura,Set,Status,&nbsp;,Testing
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Description,&nbsp;,test implementation 7
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Name,&nbsp;,TImp 7
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP7
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Inactive,&nbsp;,F
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_CS_ItemSpecificEntryForm.js
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Notify User,&nbsp;,F
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Status,&nbsp;,Testing
TImp 7,Script,5/3/2017 12:50 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Status,&nbsp;,Testing
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Notify User,&nbsp;,F
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Script File,&nbsp;,AdvPromo_SL_IS_Discount_EditItemPopup_SS.js
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Inactive,&nbsp;,F
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP8B
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Name,&nbsp;,TImp 8
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 8,Script,5/3/2017 2:27 am,John Albura,Set,Description,&nbsp;,test 8
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Owner,&nbsp;,John Albura
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Name,&nbsp;,TImp 8 Test Pplugin
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMP8
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Inactive,&nbsp;,F
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Description,&nbsp;,Test Pplugin
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Script File,&nbsp;,AdvPromo_SL_IS_Order_AddAllItemPopup_SS.js
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Notify User,&nbsp;,F
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Status,&nbsp;,Testing
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp 8 Test Pplugin,Script,5/3/2017 1:37 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Log Level,&nbsp;,Debug
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Status,&nbsp;,Testing
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Notify User,&nbsp;,F
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Script File,&nbsp;,AdvancedPromotion_CS_ItemSpecificEntryForm.js
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Notify All Admins,&nbsp;,F
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Notify Owner,&nbsp;,T
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Inactive,&nbsp;,F
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TIMPEMAIL1
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Name,&nbsp;,TImp Email Capture 1
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Description,&nbsp;,Email Capture 1
TImp Email Capture 1,Script,5/3/2017 2:07 am,John Albura,Set,Owner,&nbsp;,John Albura
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4033" target="_self" class="dottedlink">To Archive</a>,Field,5/23/2017 5:19 am,Carlos Banawan,Set,Description,&nbsp;,This is checked when FLO Process is to archive
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4033" target="_self" class="dottedlink">To Archive</a>,Field,5/23/2017 5:19 am,Carlos Banawan,Set,Help,&nbsp;,This is checked when FLO Process is to archive
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4033" target="_self" class="dottedlink">To Archive</a>,Field,5/23/2017 5:19 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4279" target="_self" class="dottedlink">Total Change Requests</a>,Field,5/23/2017 3:29 am,Dev, Two,Set,Description,&nbsp;,This is the total number of change requests of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4279" target="_self" class="dottedlink">Total Change Requests</a>,Field,5/23/2017 3:29 am,Dev, Two,Set,Help,&nbsp;,This is the total number of change requests of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3654" target="_self" class="dottedlink">Total Customizations</a>,Field,5/23/2017 3:32 am,Dev, Two,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3654" target="_self" class="dottedlink">Total Customizations</a>,Field,5/23/2017 3:32 am,Dev, Two,Set,Help,&nbsp;,This is the total number of customizations of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3654" target="_self" class="dottedlink">Total Customizations</a>,Field,5/23/2017 3:32 am,Dev, Two,Set,Description,&nbsp;,This is the total number of customizations of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3653" target="_self" class="dottedlink">Total Joins</a>,Field,5/23/2017 3:33 am,Dev, Two,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3653" target="_self" class="dottedlink">Total Joins</a>,Field,5/23/2017 3:33 am,Dev, Two,Set,Help,&nbsp;,This is the total number of joins of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3653" target="_self" class="dottedlink">Total Joins</a>,Field,5/23/2017 3:33 am,Dev, Two,Set,Description,&nbsp;,This is the total number of joins of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4281" target="_self" class="dottedlink">Total Policies</a>,Field,5/23/2017 3:35 am,Dev, Two,Set,Description,&nbsp;,This is the total number of policies of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4281" target="_self" class="dottedlink">Total Policies</a>,Field,5/23/2017 3:35 am,Dev, Two,Set,Help,&nbsp;,This is the total number of policies of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4280" target="_self" class="dottedlink">Total Process Issue</a>,Field,5/23/2017 3:35 am,Dev, Two,Set,Description,&nbsp;,This is the total number of process issues of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4280" target="_self" class="dottedlink">Total Process Issue</a>,Field,5/23/2017 3:35 am,Dev, Two,Set,Help,&nbsp;,This is the total number of process issues of the Installations
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4370" target="_self" class="dottedlink">Transaction</a>,Field,5/10/2017 2:20 am,Beverly Ucab,Create,Record,&nbsp;,CUSTRECORD_FLO_CR_TRANSACTION
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4370" target="_self" class="dottedlink">Transaction</a>,Field,5/23/2017 3:08 am,Carlos Banawan,Set,Description,&nbsp;,This is the Change request transaction of the Controls customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4370" target="_self" class="dottedlink">Transaction</a>,Field,5/23/2017 3:08 am,Carlos Banawan,Set,Help,&nbsp;,This is the Change request transaction of the Controls customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3597" target="_self" class="dottedlink">Trigger Type</a>,Field,5/23/2017 3:36 am,Carlos Banawan,Set,Help,&nbsp;,This is the trigger type of the Workflow customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3597" target="_self" class="dottedlink">Trigger Type</a>,Field,5/23/2017 3:36 am,Carlos Banawan,Set,Description,&nbsp;,This is the trigger type of the Workflow customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3597" target="_self" class="dottedlink">Trigger Type</a>,Field,5/23/2017 3:36 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4357" target="_self" class="dottedlink">Tst 4.2</a>,Field,5/3/2017 6:30 am,Agustin Aste,Create,Record,&nbsp;,CUSTEVENT_TST_4_2
